,Sold,Crypto,Set,Team,Play Category,Price,USD,SN#,Seller,Buyer,Unnamed: 0
15541,20 hours ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,Dunk,320.00 USD,$320.00,6483.0,Code96,Bfinney09,
15542,20 hours ago,2020-21 De'Anthony Melton,Base Set,Memphis Grizzlies,Dunk,6.00 USD,$6.00,3109.0,vert,Der_Trainer,
15543,20 hours ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,3 Pointer,190.00 USD,$190.00,11314.0,JonyB,Dinko,
15544,20 hours ago,2019-20 Kyle Lowry,Base Set,Toronto Raptors,3 Pointer,109.00 USD,$109.00,1468.0,mynameisbrandon,glacer,
15545,20 hours ago,2019-20 Ja Morant,Base Set,Memphis Grizzlies,Steal,374.00 USD,$374.00,364.0,Minty,AIRJORDAN23,
15546,20 hours ago,2020-21 Jamal Murray,Base Set,Denver Nuggets,3 Pointer,7.00 USD,$7.00,6935.0,LebronsFather,other_frigatebird857,
15547,20 hours ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,2.00 USD,$2.00,10877.0,querulous_gila_monster1509,themick23,
15548,20 hours ago,2020-21 Anthony Davis,Base Set,Los Angeles Lakers,Dunk,25.00 USD,$25.00,3022.0,ruin,Juzkobe,
15549,20 hours ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,Dunk,320.00 USD,$320.00,5653.0,scottland,foreverq79,
15550,20 hours ago,2020-21 Fred VanVleet,Base Set,Toronto Raptors,3 Pointer,5.00 USD,$5.00,4214.0,TheReelPhilD,ShaqFu1984,
15551,20 hours ago,NBA Top Shot (SN# 2087616),,,,190.00 USD,$190.00,,Legendary,foreverq79,
15552,20 hours ago,2020-21 Otto Porter Jr.,Base Set,Chicago Bulls,Jump Shot,2.00 USD,$2.00,8592.0,Jayk,themick23,
15553,20 hours ago,NBA Top Shot (SN# 2339077),,,,15.00 USD,$15.00,,0x91deda...ffb341,NiftyDunk,
15554,20 hours ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,3.00 USD,$3.00,10902.0,nbager,antc,
15555,20 hours ago,2020-21 Nerlens Noel,Base Set,New York Knicks,Block,2.00 USD,$2.00,9307.0,dramatic_giraffe1604,themick23,
15556,20 hours ago,2020-21 Bam Adebayo,Base Set,Miami Heat,Dunk,7.00 USD,$7.00,6982.0,Kaboon,0x08f764...56b00e,
15557,20 hours ago,2020-21 Coby White,Base Set,Chicago Bulls,3 Pointer,4.00 USD,$4.00,3787.0,Georgecg01,NiftyDunk,
15558,20 hours ago,2020-21 Coby White,Base Set,Chicago Bulls,3 Pointer,3.00 USD,$3.00,11431.0,JonyB,dyltruong,
15559,20 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,53.00 USD,$53.00,4478.0,Supreme,0x4d015a...88c538,
15560,20 hours ago,2019-20 Ben Simmons,Base Set,Philadelphia 76ers,Layup,153.00 USD,$153.00,204.0,Minty,Dan1312,
15561,20 hours ago,2020-21 Jamal Murray,Base Set,Denver Nuggets,3 Pointer,11.00 USD,$11.00,3105.0,ZGG,GetSchwifteh,
15562,20 hours ago,2020-21 Darius Bazley,Base Set,Oklahoma City Thunder,Dunk,2.00 USD,$2.00,8733.0,Jayk,themick23,
15563,20 hours ago,2020-21 DeMarcus Cousins,Base Set,Houston Rockets,3 Pointer,4.00 USD,$4.00,5616.0,dramatic_giraffe1604,self_assured_siamese6219,
15564,20 hours ago,2020-21 Malik Beasley,Base Set,Minnesota Timberwolves,Dunk,5.00 USD,$5.00,5848.0,Breeza,Koko007,
15565,20 hours ago,2020-21 Carmelo Anthony,Base Set,Portland Trail Blazers,Jump Shot,9.00 USD,$9.00,10066.0,trusty_gerbil5385,Tmac,
15566,20 hours ago,2020-21 Tyler Herro,Base Set,Miami Heat,3 Pointer,44.00 USD,$44.00,757.0,Kuddles_Knickerbocker,SendPatBevToTheMoon,
15567,20 hours ago,2020-21 Kira Lewis Jr.,Base Set,New Orleans Pelicans,Layup,215.00 USD,$215.00,45.0,Biggyboodlesdotcards,Jrake,
15568,20 hours ago,2020-21 T.J. McConnell,Base Set,Indiana Pacers,Assist,2.00 USD,$2.00,11656.0,JonyB,bibaboba,
15569,20 hours ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,250.00 USD,$250.00,629.0,0xc30fcc...d567ed,Magic23,
15570,20 hours ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,3.00 USD,$3.00,4274.0,energetic_wrasse8987,bransonms,
15571,20 hours ago,2019-20 Joel Embiid,Base Set,Philadelphia 76ers,Assist,168.00 USD,$168.00,207.0,Minty,unwitting_river_turtle7457,
15572,20 hours ago,2019-20 Anthony Davis,The Finals,Los Angeles Lakers,Layup,950.00 USD,$950.00,286.0,scorbles,0xbf19e8...f548b7,
15573,20 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Dunk,28.00 USD,$28.00,7213.0,JonyB,0x4d015a...88c538,
15574,21 hours ago,2020-21 JaMychal Green,Base Set,Denver Nuggets,Dunk,2.00 USD,$2.00,8936.0,Jayk,bibaboba,
15575,21 hours ago,2020-21 Malik Beasley,Base Set,Minnesota Timberwolves,Dunk,64.00 USD,$64.00,44.0,ThibodohGrimeClub,Koko007,
15576,21 hours ago,2019-20 Andre Iguodala,Base Set,Miami Heat,Assist,38.00 USD,$38.00,1391.0,0x974671...5b7582,self_assured_siamese6219,
15577,21 hours ago,NBA Top Shot (SN# 2222743),,,,9.00 USD,$9.00,,LookinLikeLuka,BM7878,
15578,21 hours ago,2019-20 Domantas Sabonis,Metallic Gold LE,Indiana Pacers,Dunk,699.00 USD,$699.00,196.0,KFG,SportsCheetah,
15579,21 hours ago,2020-21 T.J. McConnell,Base Set,Indiana Pacers,Assist,2.00 USD,$2.00,9804.0,Frogeye420,bibaboba,
15580,21 hours ago,2019-20 Kelly Olynyk,The Finals,Miami Heat,Layup,122.00 USD,$122.00,724.0,Legendary,roen,
15581,21 hours ago,2020-21 Mason Plumlee,Base Set,Detroit Pistons,Dunk,5.00 USD,$5.00,2585.0,uNiqueFT,Speedy,
15582,21 hours ago,2020-21 Fred VanVleet,Base Set,Toronto Raptors,3 Pointer,4.00 USD,$4.00,8873.0,elpresidente,bransonms,
15583,21 hours ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,149.00 USD,$149.00,6431.0,ZealBtC,MichaelJordan23,
15584,21 hours ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,10.00 USD,$10.00,628.0,0xe6bf63...4266ad,Ganna,
15585,21 hours ago,2020-21 Demar DeRozan,Base Set,San Antonio Spurs,Dunk,3.00 USD,$3.00,6655.0,Always_Hoops,0x665112...fceaba,
15586,21 hours ago,2020-21 Shai Gilgeous-Alexander,Base Set,Oklahoma City Thunder,Jump Shot,5.00 USD,$5.00,7807.0,MrMugen,BM7878,
15587,21 hours ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,3.00 USD,$3.00,7865.0,teeming_horned_frog1363,KG7,
15588,21 hours ago,2020-21 Mason Plumlee,Base Set,Detroit Pistons,Dunk,4.00 USD,$4.00,4510.0,yams,lifeofgustii,
15589,21 hours ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,149.00 USD,$149.00,5607.0,MicahLund55,MichaelJordan23,
15590,21 hours ago,2020-21 Ivica Zubac,Base Set,LA Clippers,Dunk,2.00 USD,$2.00,6972.0,Speedy,janxon007,
15591,21 hours ago,NBA Top Shot (SN# 2263750),,,,4.00 USD,$4.00,,Buttermilkgene,Mudshark,
15592,21 hours ago,2020-21 Malik Beasley,Base Set,Minnesota Timberwolves,Dunk,5.00 USD,$5.00,2698.0,WasabeWatanabe,bapzaroni,
15593,21 hours ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,23.00 USD,$23.00,328.0,Mahoney_jr,0xaa0140...cb144a,
15594,21 hours ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,147.00 USD,$147.00,7471.0,Supersonics_20,MichaelJordan23,
15595,21 hours ago,2019-20 Paul George,Metallic Gold LE,Los Angeles Clippers,Jump Shot,799.00 USD,$799.00,200.0,oggy,SportsCheetah,
15596,21 hours ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,2.00 USD,$2.00,5639.0,LULU427,kuuuuuu,
15597,21 hours ago,2020-21 Derrick Jones Jr.,Base Set,Portland Trail Blazers,Dunk,4.00 USD,$4.00,8709.0,rarecryptos,0x1db70f...a85d89,
15598,21 hours ago,2020-21 Demar DeRozan,Base Set,San Antonio Spurs,Dunk,9.00 USD,$9.00,699.0,kollos,0xaa0140...cb144a,
15599,21 hours ago,2020-21 Demar DeRozan,Base Set,San Antonio Spurs,Dunk,3.00 USD,$3.00,5709.0,kuuuuuu,KG7,
15600,21 hours ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,147.00 USD,$147.00,7471.0,Supersonics_20,MichaelJordan23,
15601,21 hours ago,2019-20 Paul George,Metallic Gold LE,Los Angeles Clippers,Jump Shot,799.00 USD,$799.00,200.0,oggy,SportsCheetah,
15602,21 hours ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,2.00 USD,$2.00,5639.0,LULU427,kuuuuuu,
15603,21 hours ago,2020-21 Derrick Jones Jr.,Base Set,Portland Trail Blazers,Dunk,4.00 USD,$4.00,8709.0,rarecryptos,0x1db70f...a85d89,
15604,21 hours ago,2020-21 Demar DeRozan,Base Set,San Antonio Spurs,Dunk,9.00 USD,$9.00,699.0,kollos,0xaa0140...cb144a,
15605,21 hours ago,2020-21 Demar DeRozan,Base Set,San Antonio Spurs,Dunk,3.00 USD,$3.00,5709.0,kuuuuuu,KG7,
15606,21 hours ago,2019-20 LaMarcus Aldridge,Base Set,San Antonio Spurs,Jump Shot,22.00 USD,$22.00,3750.0,organic_bearded_collie173,DenDen,
15607,21 hours ago,2019-20 DeMar DeRozan,Base Set,San Antonio Spurs,Dunk,125.00 USD,$125.00,151.0,KY2NBA,koleo10000,
15608,21 hours ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,Layup,35.00 USD,$35.00,4182.0,Bucket,LFitz,
15609,21 hours ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,8.00 USD,$8.00,10505.0,tgable9,SamENole,
15610,21 hours ago,2020-21 Sam Merrill,Base Set,Milwaukee Bucks,3 Pointer,11.00 USD,$11.00,1875.0,MICHAELWELCH,0xaa0140...cb144a,
15611,21 hours ago,2020-21 Lonnie Walker IV,Base Set,San Antonio Spurs,Dunk,2.00 USD,$2.00,9244.0,eys819,KG7,
15612,21 hours ago,2020-21 Shai Gilgeous-Alexander,Base Set,Oklahoma City Thunder,Jump Shot,4.00 USD,$4.00,10796.0,0x91929f...5def0a,niocris,
15613,21 hours ago,2019-20 Shabazz Napier,So Fresh,Washington Wizards,Jump Shot,188.00 USD,$188.00,113.0,Legendary,Koko007,
15614,21 hours ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,22.00 USD,$22.00,8361.0,2ToN,NguyenThuong,
15615,21 hours ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,6.00 USD,$6.00,3349.0,foreverq79,BackhandBlaster80,
15616,21 hours ago,2019-20 T.J. Warren,Base Set,Indiana Pacers,Layup,20.00 USD,$20.00,3661.0,GiantHeart,Koksaki,
15617,21 hours ago,2019-20 Devin Booker,Base Set,Phoenix Suns,Jump Shot,150.00 USD,$150.00,2056.0,Giannis,Lebronizard,
15618,21 hours ago,2020-21 Bradley Beal,Base Set,Washington Wizards,Handles,8.00 USD,$8.00,7938.0,Breeza,sireltongeezy13,
15619,21 hours ago,2020-21 Josh Green,Base Set,Dallas Mavericks,Dunk,7.00 USD,$7.00,10507.0,gucciIHOF,0x1db70f...a85d89,
15620,21 hours ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,250.00 USD,$250.00,1071.0,Swanmamba,Magic23,
15621,21 hours ago,2020-21 Donovan Mitchell,Base Set,Utah Jazz,Jump Shot,10.00 USD,$10.00,9270.0,Rainin,NguyenThuong,
15622,21 hours ago,2020-21 Luka Dončić,Base Set,Dallas Mavericks,Assist,85.00 USD,$85.00,6588.0,ezpz3,0x1db70f...a85d89,
15623,21 hours ago,2020-21 Will Barton,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,6504.0,0xd6a1ec...f7110c,Mudshark,
15624,21 hours ago,2019-20 Christian Wood,Base Set,Detroit Pistons,Dunk,220.00 USD,$220.00,148.0,The_Elk,bakraparty,
15625,21 hours ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,Layup,35.00 USD,$35.00,3289.0,LULU427,dean78904,
15626,21 hours ago,2020-21 John Collins,Base Set,Atlanta Hawks,Dunk,15.00 USD,$15.00,5798.0,0x356181...240bb9,pnxnotdead,
15627,21 hours ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,240.00 USD,$240.00,1471.0,Shot_Calla,kelvinlht,
15628,21 hours ago,2020-21 Buddy Hield,Season Tip-off,Sacramento Kings,Layup,210.00 USD,$210.00,288.0,litesidegamesllc,0x5129a9...d7ff59,
15629,21 hours ago,2020-21 Darius Garland,Base Set,Cleveland Cavaliers,Layup,3.00 USD,$3.00,10990.0,Whygreen,0x1db70f...a85d89,
15630,21 hours ago,2020-21 De'Aaron Fox,Base Set,Sacramento Kings,Layup,9.00 USD,$9.00,7307.0,Thechek182,NguyenThuong,
15631,21 hours ago,2020-21 Eric Bledsoe,Base Set,New Orleans Pelicans,Block,2.00 USD,$2.00,6795.0,philipoh,KG7,
15632,21 hours ago,2020-21 Andrew Wiggins,Base Set,Golden State Warriors,Layup,2.00 USD,$2.00,8148.0,JonyB,themick23,
15633,21 hours ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,12.00 USD,$12.00,4100.0,LULU427,Mudshark,
15634,21 hours ago,2020-21 Demar DeRozan,Base Set,San Antonio Spurs,Dunk,3.00 USD,$3.00,2132.0,Jaffa,0x3e0c6a...a955c4,
15635,21 hours ago,2019-20 Josh Jackson,Metallic Gold LE,Memphis Grizzlies,Steal,399.00 USD,$399.00,250.0,The_Elk,pingu,
15636,21 hours ago,2020-21 Jerami Grant,Base Set,Detroit Pistons,Dunk,3.00 USD,$3.00,6030.0,0x53d9a1...ca6410,NiftyDunk,
15637,21 hours ago,2020-21 Caris LeVert,Base Set,Brooklyn Nets,Layup,20.00 USD,$20.00,4774.0,Yoms,Buddsy,
15638,21 hours ago,2019-20 Duncan Robinson,Metallic Gold LE,Miami Heat,3 Pointer,589.00 USD,$589.00,256.0,wiredgrl84,pingu,
15639,21 hours ago,2019-20 Nikola Jokić,Metallic Gold LE,Denver Nuggets,Handles,"2,799.00 USD","$2,799.00",215.0,mynameisbrandon,SportsCheetah,
15640,21 hours ago,2019-20 Justin Holiday,Metallic Gold LE,Indiana Pacers,Layup,384.00 USD,$384.00,206.0,Korean_power,pingu,
15641,21 hours ago,2019-20 Jeff Teague,Metallic Gold LE,Atlanta Hawks,Handles,394.00 USD,$394.00,264.0,Korean_power,pingu,
15642,21 hours ago,2019-20 Boban Marjanovic,Metallic Gold LE,Dallas Mavericks,Dunk,370.00 USD,$370.00,138.0,Mannion,pingu,
15643,21 hours ago,2020-21 Maxi Kleber,Base Set,Dallas Mavericks,3 Pointer,2.00 USD,$2.00,4149.0,0xb90133...f4487c,0xe61110...4a9416,
15644,21 hours ago,2020-21 Bradley Beal,Base Set,Washington Wizards,Handles,7.00 USD,$7.00,11210.0,typhan,KneeKowZ,
15645,21 hours ago,2020-21 Zach LaVine,Base Set,Chicago Bulls,3 Pointer,15.00 USD,$15.00,3232.0,Ju5tinQ,CryptoDoc,
15646,21 hours ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,239.00 USD,$239.00,4702.0,megatron1014,NguyenThuong,
15647,21 hours ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,15.00 USD,$15.00,3583.0,lined_tuatara886,0x1db70f...a85d89,
15648,21 hours ago,2020-21 Malcolm Brogdon,Base Set,Indiana Pacers,Assist,2.00 USD,$2.00,11627.0,JonyB,themick23,
15649,21 hours ago,2020-21 John Collins,Cool Cats,Atlanta Hawks,Dunk,242.00 USD,$242.00,3360.0,Wofpak076,NguyenThuong,
15650,21 hours ago,2019-20 DeMar DeRozan,Base Set,San Antonio Spurs,Dunk,70.00 USD,$70.00,1011.0,Guccimane40,pascualpro5,
15651,21 hours ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Layup,79.00 USD,$79.00,3418.0,HawkBlockChain,Napoleon,
15652,21 hours ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,150.00 USD,$150.00,4429.0,ison,Napoleon,
15653,21 hours ago,2020-21 Alec Burks,Base Set,New York Knicks,Assist,6.00 USD,$6.00,8989.0,Flow68,0x3dbbb5...4c5e11,
15654,21 hours ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,245.00 USD,$245.00,3743.0,linkinparkincubus,NguyenThuong,
15655,21 hours ago,2020-21 John Collins,Cool Cats,Atlanta Hawks,Dunk,260.00 USD,$260.00,807.0,pats972,0x3acb65...79d1eb,
15656,21 hours ago,2020-21 Pascal Siakam,Base Set,Toronto Raptors,Layup,3.00 USD,$3.00,8218.0,JonyB,0x4aea53...11d4e5,
15657,21 hours ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,42.00 USD,$42.00,11008.0,Supersonics_20,0x246695...afa419,
15658,21 hours ago,2020-21 Draymond Green,Base Set,Golden State Warriors,Assist,6.00 USD,$6.00,3057.0,Wacey,0x3eba0d...78033d,
15659,21 hours ago,NBA Top Shot (SN# 1993652),,,,2.00 USD,$2.00,,JonyB,themick23,
15660,21 hours ago,2020-21 De'Anthony Melton,Base Set,Memphis Grizzlies,Dunk,6.00 USD,$6.00,3054.0,hardE2121,TelaranyaSpud,
15661,21 hours ago,2020-21 Jerami Grant,Base Set,Detroit Pistons,Dunk,35.00 USD,$35.00,306.0,Georgecg01,EJohns03,
15662,21 hours ago,2020-21 Rui Hachimura,Cool Cats,Washington Wizards,Assist,248.00 USD,$248.00,4734.0,megatron1014,NguyenThuong,
15663,21 hours ago,2020-21 Clint Capela,Base Set,Atlanta Hawks,Dunk,9.00 USD,$9.00,6917.0,YouFailMe,Frenchise,
15664,21 hours ago,2020-21 Marcus Smart,Base Set,Boston Celtics,Layup,2.00 USD,$2.00,9762.0,JonyB,KG7,
15665,21 hours ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,16.00 USD,$16.00,2360.0,HawkBlockChain,Cookarelli,
15666,21 hours ago,2020-21 Anthony Davis,Base Set,Los Angeles Lakers,Dunk,82.00 USD,$82.00,925.0,markster,powerfulkomododragon,
15667,21 hours ago,2019-20 DeMar DeRozan,Base Set,San Antonio Spurs,Dunk,40.00 USD,$40.00,1172.0,Clackity,pascualpro5,
15668,21 hours ago,2020-21 Devin Booker,Cool Cats,Phoenix Suns,3 Pointer,335.00 USD,$335.00,1770.0,Zesa,NguyenThuong,
15669,21 hours ago,2020-21 John Wall,Base Set,Houston Rockets,Dunk,13.00 USD,$13.00,10057.0,typhan,0x4aea53...11d4e5,
15670,21 hours ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,4.00 USD,$4.00,10623.0,philipoh,TimDuncan,
15671,21 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,51.00 USD,$51.00,5937.0,gregy,Jayk,
15672,21 hours ago,2019-20 Kawhi Leonard,Base Set,Los Angeles Clippers,Dunk,459.00 USD,$459.00,1250.0,Supersonics_20,DenDen,
15673,21 hours ago,2019-20 Andrew Wiggins,Base Set,Golden State Warriors,Dunk,28.00 USD,$28.00,3569.0,GiantHeart,0x246695...afa419,
15674,21 hours ago,2020-21 Caris LeVert,Base Set,Brooklyn Nets,Layup,20.00 USD,$20.00,4149.0,elpresidente,0x23b8af...0edf39,
15675,21 hours ago,2019-20 Kawhi Leonard,Base Set,Los Angeles Clippers,Block,119.00 USD,$119.00,1725.0,Charsobess0308,quaintmammoth,
15676,21 hours ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,8.00 USD,$8.00,10425.0,0x2fb490...4ffb12,NguyenThuong,
15677,21 hours ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,19.00 USD,$19.00,7240.0,megatron1014,0x803dc7...9556e1,
15678,21 hours ago,2019-20 Carmelo Anthony,Base Set,Portland Trail Blazers,Jump Shot,56.00 USD,$56.00,2179.0,elpresidente,Tmac,
15679,21 hours ago,2019-20 Kendrick Nunn,Base Set,Miami Heat,Block,45.00 USD,$45.00,1731.0,johnr112,neilplant,
15680,21 hours ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Layup,72.00 USD,$72.00,4195.0,gregy,Jayk,
15681,21 hours ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,10249.0,Jinzo,Specialedadam,
15682,21 hours ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,10.00 USD,$10.00,7513.0,JoelWess,NguyenThuong,
15683,21 hours ago,2020-21 Donovan Mitchell,Base Set,Utah Jazz,Jump Shot,11.00 USD,$11.00,3918.0,intelligent_tapir,Eaglezzz,
15684,21 hours ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,Layup,38.00 USD,$38.00,5012.0,Massine,Jayk,
15685,21 hours ago,2020-21 Damian Lillard,Base Set,Portland Trail Blazers,3 Pointer,37.00 USD,$37.00,4102.0,DallasMavericks,Jayk,
15686,21 hours ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,8.00 USD,$8.00,3784.0,Nekto_DDK,fast_rabbit,
15687,21 hours ago,2019-20 Devin Booker,Base Set,Phoenix Suns,Jump Shot,160.00 USD,$160.00,1132.0,elpresidente,chrisperalta,
15688,21 hours ago,2019-20 Josh Hart,Base Set,New Orleans Pelicans,Layup,19.00 USD,$19.00,1184.0,BraedenG,koleo10000,
15689,21 hours ago,2019-20 Damion Lee,Got Game,Golden State Warriors,Assist,90.00 USD,$90.00,443.0,JohnDoe,hunchogorr,
15690,21 hours ago,2020-21 Pascal Siakam,Base Set,Toronto Raptors,Layup,3.00 USD,$3.00,6708.0,JonyB,jalapenyoh,
15691,21 hours ago,2020-21 Devin Booker,Cool Cats,Phoenix Suns,3 Pointer,334.00 USD,$334.00,3594.0,Xant,0x3acb65...79d1eb,
