,Sold,Crypto,Set,Team,Play Category,Price,USD,SN#,Seller,Buyer,Unnamed: 0
1564,1 hour ago,2019-20 Jarrett Culver,Base Set,Minnesota Timberwolves,Dunk,38.00 USD,$38.00,2278.0,logie,quirky_peacock25,
1565,1 hour ago,2019-20 Buddy Hield,Base Set,Sacramento Kings,Dunk,26.00 USD,$26.00,3807.0,Sneezer,Sugarkaa,
1566,1 hour ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,3.00 USD,$3.00,5985.0,Laker_310,KobeByrant,
1567,1 hour ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,245.00 USD,$245.00,4844.0,potpep,Palace_Prince,
1568,1 hour ago,2019-20 Larry Nance Jr.,Got Game,Cleveland Cavaliers,Dunk,79.00 USD,$79.00,869.0,scrawn,Theriver,
1569,1 hour ago,2020-21 Killian Hayes,Base Set,Detroit Pistons,Jump Shot,48.00 USD,$48.00,2572.0,webhe4d,itsabucslife,
1570,1 hour ago,2019-20 P.J. Washington,Base Set,Charlotte Hornets,Dunk,53.00 USD,$53.00,1163.0,logie,Roojipatooti,
1571,1 hour ago,2020-21 Steph Curry,Base Set,Golden State Warriors,Assist,29.00 USD,$29.00,4044.0,tinkwangaaa,Thechek182,
1572,1 hour ago,2019-20 Patty Mills,Base Set,San Antonio Spurs,Steal,20.00 USD,$20.00,2538.0,BobsCollectibles,charliepicks,
1573,1 hour ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,3 Pointer,13.00 USD,$13.00,7419.0,doofenshmirtz,Always_Hoops,
1574,1 hour ago,2019-20 Gary Harris,Base Set,Denver Nuggets,Steal,20.00 USD,$20.00,2718.0,MrShowcase,Larry555,
1575,1 hour ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,10.00 USD,$10.00,8220.0,0x7a903d...f278b0,0x822736...1bce52,
1576,1 hour ago,2020-21 Devin Booker,Cool Cats,Phoenix Suns,3 Pointer,455.00 USD,$455.00,80.0,Dgraham2482,CoxLog,
1577,1 hour ago,2020-21 Jerami Grant,Base Set,Detroit Pistons,Dunk,2.00 USD,$2.00,9361.0,webhe4d,RoyalDavos,
1578,1 hour ago,2020-21 Carmelo Anthony,Base Set,Portland Trail Blazers,Jump Shot,4.00 USD,$4.00,6930.0,Rightmow,Spawn,
1579,1 hour ago,2020-21 Jimmy Butler,Base Set,Miami Heat,Jump Shot,5.00 USD,$5.00,8953.0,Breaknboxes,LookinLikeLuka,
1580,1 hour ago,2020-21 Derrick Jones Jr.,Base Set,Portland Trail Blazers,Dunk,5.00 USD,$5.00,6027.0,0x7df926...07afec,0x348004...aee9ec,
1581,1 hour ago,2020-21 Trae Young,Base Set,Atlanta Hawks,Assist,45.00 USD,$45.00,1991.0,Sylartfre,jontron,
1582,1 hour ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,21.00 USD,$21.00,10080.0,MarkHam,LookinLikeLuka,
1583,1 hour ago,2019-20 Darius Bazley,Base Set,Oklahoma City Thunder,Dunk,99.00 USD,$99.00,1093.0,logie,micahg05,
1584,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,170.00 USD,$170.00,2082.0,Scooter,IAmNotGood,
1585,1 hour ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,45.00 USD,$45.00,3574.0,Maurothon,RoyalDavos,
1586,1 hour ago,2020-21 John Collins,Base Set,Atlanta Hawks,Dunk,10.00 USD,$10.00,9923.0,Duma,Dayton_Flyer_85,
1587,1 hour ago,2019-20 Julius Randle,Base Set,New York Knicks,Dunk,49.00 USD,$49.00,3781.0,socrdave,rieoddfuture,
1588,1 hour ago,2020-21 De'Aaron Fox,Base Set,Sacramento Kings,Layup,8.00 USD,$8.00,11626.0,full_send_this_schiit,0xf64c33...2a6d71,
1589,1 hour ago,2019-20 Daniel Theis,Denied!,Boston Celtics,Block,182.00 USD,$182.00,150.0,Luigi,0x227117...946b48,
1590,1 hour ago,2019-20 Tobias Harris,Base Set,Philadelphia 76ers,Dunk,30.00 USD,$30.00,3065.0,Cagelawyer,0xf8d687...e9096e,
1591,1 hour ago,2020-21 Domantas Sabonis,Base Set,Indiana Pacers,Dunk,16.00 USD,$16.00,698.0,Dg130,loslakers,
1592,1 hour ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,21.00 USD,$21.00,8637.0,NFuego,iamsoclean,
1593,1 hour ago,2020-21 Ja Morant,Base Set,Memphis Grizzlies,Handles,67.00 USD,$67.00,7237.0,Supr3meE,shane,
1594,1 hour ago,2020-21 Andre Drummond,Base Set,Cleveland Cavaliers,Dunk,3.00 USD,$3.00,5313.0,JeffOpensCards,thegraymatters,
1595,1 hour ago,2020-21 Jamal Murray,Base Set,Denver Nuggets,3 Pointer,5.00 USD,$5.00,8927.0,0x4e3d68...94f29d,Breaknboxes,
1596,1 hour ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,10269.0,BeerdadB,0x952428...a0a104,
1597,1 hour ago,2019-20 Josh Okogie,Base Set,Minnesota Timberwolves,Dunk,39.00 USD,$39.00,308.0,Kuddles_Knickerbocker,ltbakken,
1598,1 hour ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,8.00 USD,$8.00,10194.0,JeffOpensCards,LookinLikeLuka,
1599,1 hour ago,2020-21 Tyrese Maxey,Base Set,Philadelphia 76ers,Layup,83.00 USD,$83.00,3575.0,Singularity,Jmabummyy,
1600,1 hour ago,2020-21 Tyrese Maxey,Base Set,Philadelphia 76ers,Layup,83.00 USD,$83.00,3575.0,Singularity,Jmabummyy,
1601,1 hour ago,2020-21 Devin Vassell,Base Set,San Antonio Spurs,3 Pointer,56.00 USD,$56.00,1426.0,Zenan,Ziggy1024,
1602,1 hour ago,2020-21 Damian Lillard,Base Set,Portland Trail Blazers,3 Pointer,39.00 USD,$39.00,2647.0,AndrewGaze10,0x95968b...6f15e5,
1603,1 hour ago,2020-21 Damian Lillard,Base Set,Portland Trail Blazers,3 Pointer,45.00 USD,$45.00,1358.0,Boli34,Aswope11,
1604,1 hour ago,2020-21 Steph Curry,Base Set,Golden State Warriors,Assist,29.00 USD,$29.00,11575.0,Jayzens,Thechek182,
1605,1 hour ago,2020-21 Keldon Johnson,Base Set,San Antonio Spurs,Dunk,18.00 USD,$18.00,3652.0,Neo,Samson683,
1606,1 hour ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,150.00 USD,$150.00,133.0,TheMoneyMan,Knicks_in_4,
1607,1 hour ago,2020-21 Sam Merrill,Base Set,Milwaukee Bucks,3 Pointer,5.00 USD,$5.00,5161.0,iBeenInHere,ts6kou,
1608,1 hour ago,2020-21 JaMychal Green,Base Set,Denver Nuggets,Dunk,2.00 USD,$2.00,4454.0,formal_uakari7161,htx,
1609,1 hour ago,2020-21 Luka Dončić,Base Set,Dallas Mavericks,Assist,70.00 USD,$70.00,6709.0,Lugo,coolhandbay,
1610,1 hour ago,2019-20 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Dunk,369.00 USD,$369.00,728.0,hidden,one_man_weave,
1611,1 hour ago,2020-21 Christian Wood,Base Set,Houston Rockets,Dunk,12.00 USD,$12.00,1096.0,landryfields,Calo_Andolini,
1612,1 hour ago,2020-21 Stanley Johnson,Base Set,Toronto Raptors,Dunk,4.00 USD,$4.00,11998.0,zany_bison3659,BreezyBce,
1613,1 hour ago,NBA Top Shot (SN# 2248176),,,,10.00 USD,$10.00,,LebronsFather,SpectrumOOC,
1614,1 hour ago,2019-20 Bruce Brown,Base Set,Detroit Pistons,Dunk,17.00 USD,$17.00,2542.0,Rocky,Jmabummyy,
1615,1 hour ago,2020-21 Donovan Mitchell,Base Set,Utah Jazz,Jump Shot,12.00 USD,$12.00,4931.0,MAG,iamsoclean,
1616,1 hour ago,2019-20 Paul George,Base Set,Los Angeles Clippers,Jump Shot,99.00 USD,$99.00,2274.0,SammyDub,JWeb,
1617,1 hour ago,2020-21 Jarrett Allen,Base Set,Brooklyn Nets,Dunk,17.00 USD,$17.00,2940.0,HawkeyeStateCards,samuelmoore1,
1618,1 hour ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,3.00 USD,$3.00,7677.0,Pokemon,Spawn,
1619,1 hour ago,2020-21 Stanley Johnson,Base Set,Toronto Raptors,Dunk,3.00 USD,$3.00,10892.0,yummy_hijiki,Pelzin,
1620,1 hour ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,12.00 USD,$12.00,7106.0,Clipper_Iwan,chefradish,
1621,1 hour ago,2019-20 Torrey Craig,Denied!,Denver Nuggets,Block,159.00 USD,$159.00,222.0,Luigi,Ken,
1622,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,169.00 USD,$169.00,6717.0,Scooter,Thechek182,
1623,1 hour ago,NBA Top Shot (SN# 2188705),,,,5.00 USD,$5.00,,Maurothon,Always_Hoops,
1624,1 hour ago,2020-21 Demar DeRozan,Base Set,San Antonio Spurs,Dunk,3.00 USD,$3.00,5213.0,baytosd,Youtubeissolastcentury03,
1625,1 hour ago,2019-20 Eric Bledsoe,Base Set,Milwaukee Bucks,Assist,21.00 USD,$21.00,2934.0,0x01fe71...015e03,ViktorVaughn,
1626,1 hour ago,2020-21 Anthony Edwards,Base Set,Minnesota Timberwolves,Layup,225.00 USD,$225.00,2555.0,jtbgames,Jmabummyy,
1627,1 hour ago,2020-21 De'Anthony Melton,Base Set,Memphis Grizzlies,Dunk,4.00 USD,$4.00,11532.0,doofenshmirtz,gtown0309,
1628,1 hour ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,25.00 USD,$25.00,522.0,mbl267,Nutbaggers,
1629,1 hour ago,2020-21 Shai Gilgeous-Alexander,Base Set,Oklahoma City Thunder,Jump Shot,7.00 USD,$7.00,2487.0,Feanaaro,cross_em_up,
1630,1 hour ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,3.00 USD,$3.00,7549.0,baloo3101,Spawn,
1631,1 hour ago,2020-21 Tyrese Maxey,Base Set,Philadelphia 76ers,Layup,77.00 USD,$77.00,2940.0,0xc275e7...54e77c,ChanceBTW,
1632,1 hour ago,2019-20 Reggie Bullock,Base Set,New York Knicks,Steal,19.00 USD,$19.00,3164.0,Yung_Drew,stocks_shoes,
1633,1 hour ago,NBA Top Shot (SN# 2296773),,,,10.00 USD,$10.00,,ReaperKicks,coolhandbay,
1634,1 hour ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,Dunk,300.00 USD,$300.00,5335.0,medicmac07,Thefeinz,
1635,1 hour ago,2019-20 CJ McCollum,Metallic Gold LE,Portland Trail Blazers,Dunk,390.00 USD,$390.00,159.0,ajw1675,ShipMyMoney,
1636,1 hour ago,2020-21 De'Aaron Fox,Base Set,Sacramento Kings,Layup,10.00 USD,$10.00,5683.0,Vitaly,iamsoclean,
1637,1 hour ago,NBA Top Shot (SN# 2253126),,,,6.00 USD,$6.00,,faraway_scorpion_fish_4349,SpectrumOOC,
1638,1 hour ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,12.00 USD,$12.00,6547.0,cmark,darko3131,
1639,1 hour ago,2020-21 Tyler Herro,Base Set,Miami Heat,3 Pointer,32.00 USD,$32.00,5588.0,jnaide10,big_wig69,
1640,1 hour ago,2020-21 John Wall,Base Set,Houston Rockets,Dunk,16.00 USD,$16.00,2376.0,KarlAnthonyTowns,0x1021a0...c62baf,
1641,1 hour ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,3.00 USD,$3.00,7345.0,Nolan214,Spawn,
1642,1 hour ago,2020-21 Tyrese Maxey,Base Set,Philadelphia 76ers,Layup,73.00 USD,$73.00,1972.0,upbeat_tang1386,unripe_spider_monkey120,
1643,1 hour ago,2019-20 Caris LeVert,Base Set,Brooklyn Nets,Assist,119.00 USD,$119.00,335.0,ShowMeTheMoney,Dusty0716,
1644,1 hour ago,NBA Top Shot (SN# 2222855),,,,9.00 USD,$9.00,,2big2strong2fast2good,coolhandbay,
1645,1 hour ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,3.00 USD,$3.00,5918.0,KarlAnthonyTowns,htx,
1646,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,169.00 USD,$169.00,5678.0,Scooter,AK47,
1647,1 hour ago,2020-21 Joel Embiid,Base Set,Philadelphia 76ers,Jump Shot,9.00 USD,$9.00,8874.0,Bluemaco,thegraymatters,
1648,1 hour ago,2020-21 Bam Adebayo,Base Set,Miami Heat,Dunk,7.00 USD,$7.00,4943.0,Breaknboxes,Always_Hoops,
1649,1 hour ago,2020-21 Luka Dončić,Base Set,Dallas Mavericks,Assist,74.00 USD,$74.00,4874.0,stanbobatea,spartyon,
1650,1 hour ago,NBA Top Shot (SN# 2222855),,,,9.00 USD,$9.00,,2big2strong2fast2good,coolhandbay,
1651,1 hour ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,3.00 USD,$3.00,5918.0,KarlAnthonyTowns,htx,
1652,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,169.00 USD,$169.00,5678.0,Scooter,AK47,
1653,1 hour ago,2020-21 Joel Embiid,Base Set,Philadelphia 76ers,Jump Shot,9.00 USD,$9.00,8874.0,Bluemaco,thegraymatters,
1654,1 hour ago,2020-21 Bam Adebayo,Base Set,Miami Heat,Dunk,7.00 USD,$7.00,4943.0,Breaknboxes,Always_Hoops,
1655,1 hour ago,2020-21 Luka Dončić,Base Set,Dallas Mavericks,Assist,74.00 USD,$74.00,4874.0,stanbobatea,spartyon,
1656,1 hour ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,20.00 USD,$20.00,1732.0,MAG,Ganna,
1657,1 hour ago,2020-21 Damian Lillard,Base Set,Portland Trail Blazers,3 Pointer,35.00 USD,$35.00,5415.0,HossDaBoss,EggSy,
1658,1 hour ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,12.00 USD,$12.00,5794.0,ScaryHours,chefradish,
1659,1 hour ago,NBA Top Shot (SN# 1819316),,,,19.00 USD,$19.00,,PistonsThoughts,0x348004...aee9ec,
1660,1 hour ago,2020-21 John Collins,Base Set,Atlanta Hawks,Dunk,3.00 USD,$3.00,5764.0,kiddcurry,Spartanking8,
1661,1 hour ago,2020-21 Trae Young,Base Set,Atlanta Hawks,Assist,39.00 USD,$39.00,6368.0,rba333,straight_rockmelon7642,
1662,1 hour ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,2.00 USD,$2.00,9726.0,HawkBlockChain,responsible_acon06,
1663,1 hour ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Dunk,30.00 USD,$30.00,2776.0,djmacjr,coolhandbay,
1664,1 hour ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,8.00 USD,$8.00,9472.0,doofenshmirtz,baytosd,
1665,1 hour ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,45.00 USD,$45.00,6597.0,tan_turnip453,Sylartfre,
1666,1 hour ago,2020-21 Patrick Williams,Base Set,Chicago Bulls,Layup,92.00 USD,$92.00,3326.0,Jakz101,Jmabummyy,
1667,1 hour ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,8.00 USD,$8.00,11048.0,foreverq79,iamsoclean,
1668,1 hour ago,2020-21 Cam Reddish,Base Set,Atlanta Hawks,Assist,25.00 USD,$25.00,330.0,Breeza,0xfd8441...54c72c,
1669,1 hour ago,2020-21 Eric Bledsoe,Base Set,New Orleans Pelicans,Block,3.00 USD,$3.00,2319.0,Spaceship97,0x88f2aa...fec566,
1670,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,175.00 USD,$175.00,5299.0,unripe_eagle3343,AK47,
1671,1 hour ago,NBA Top Shot (SN# 2263552),,,,5.00 USD,$5.00,,Pokemon,SpectrumOOC,
1672,1 hour ago,2019-20 Justin Holiday,Base Set,Indiana Pacers,Layup,15.00 USD,$15.00,2419.0,Cagelawyer,Kelekin,
1673,1 hour ago,2020-21 Steph Curry,Base Set,Golden State Warriors,3 Pointer,115.00 USD,$115.00,1477.0,norman,Aswope11,
1674,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,170.00 USD,$170.00,3291.0,Scooter,futurefox,
1675,1 hour ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,2.00 USD,$2.00,6886.0,webhe4d,Always_Hoops,
1676,1 hour ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,2.00 USD,$2.00,9151.0,HawkBlockChain,Vapeman77,
1677,1 hour ago,2020-21 Precious Achiuwa,Base Set,Miami Heat,Dunk,59.00 USD,$59.00,629.0,0xfc258b...adb047,The_Elk,
1678,1 hour ago,2019-20 De'Aaron Fox,Base Set,Sacramento Kings,Layup,145.00 USD,$145.00,1284.0,logibear1122,Mvb1976,
1679,1 hour ago,2020-21 LaMelo Ball,Base Set,Charlotte Hornets,Assist,437.00 USD,$437.00,3154.0,DUNCE79,MrScizarino,
1680,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,180.00 USD,$180.00,4787.0,pack2superbowl,AK47,
1681,1 hour ago,2020-21 Cole Anthony,Base Set,Orlando Magic,Jump Shot,90.00 USD,$90.00,3840.0,0xfc258b...adb047,Jmabummyy,
1682,1 hour ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,10.00 USD,$10.00,11483.0,formal_uakari7161,iamsoclean,
1683,1 hour ago,NBA Top Shot (SN# 2103330),,,,27.00 USD,$27.00,,JoeHarris,coolhandbay,
1684,1 hour ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,11.00 USD,$11.00,9842.0,doofenshmirtz,chefradish,
1685,1 hour ago,2020-21 Draymond Green,Base Set,Golden State Warriors,Assist,7.00 USD,$7.00,1177.0,Dfs111,0xefda2e...2b84da,
1686,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,179.00 USD,$179.00,4536.0,WillisP90,AK47,
1687,1 hour ago,2020-21 Damian Lillard,Base Set,Portland Trail Blazers,3 Pointer,35.00 USD,$35.00,4702.0,9Kobe24,cross_em_up,
1688,1 hour ago,2019-20 James Harden,Base Set,Houston Rockets,Block,130.00 USD,$130.00,3246.0,CoullGO,Q_bert,
1689,1 hour ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,Dunk,300.00 USD,$300.00,4956.0,DeLux3,Vitalik,
1690,1 hour ago,2019-20 Devin Booker,Base Set,Phoenix Suns,Jump Shot,129.00 USD,$129.00,1888.0,jvanders33,LilBallin21,
1691,1 hour ago,NBA Top Shot (SN# 2196120),,,,4.00 USD,$4.00,,Scooter,baloo3101,
1692,1 hour ago,2019-20 Julius Randle,Early Adopters,New York Knicks,Dunk,148.00 USD,$148.00,793.0,Feanaaro,KarlAnthonyTowns,
1693,1 hour ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,7.00 USD,$7.00,3821.0,0x161b73...35873f,0xfd8441...54c72c,
1694,1 hour ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,2.00 USD,$2.00,8357.0,HawkBlockChain,stocks_shoes,
1695,1 hour ago,NBA Top Shot (SN# 2162256),,,,7.00 USD,$7.00,,tostada,0xb56c18...df53dd,
1696,1 hour ago,NBA Top Shot (SN# 1958583),,,,5.00 USD,$5.00,,aaronstefanpoker,baytosd,
1697,1 hour ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,7.00 USD,$7.00,11316.0,doofenshmirtz,Bp2527,
1698,1 hour ago,2020-21 Tyler Herro,Base Set,Miami Heat,3 Pointer,40.00 USD,$40.00,425.0,msquaredsa,0x9ed798...1a79c3,
1699,1 hour ago,2019-20 Dejounte Murray,Base Set,San Antonio Spurs,Layup,31.00 USD,$31.00,2317.0,CryptoCowboy,Kawhisenberg,
1700,1 hour ago,2019-20 Dejounte Murray,Base Set,San Antonio Spurs,Layup,31.00 USD,$31.00,2317.0,CryptoCowboy,Kawhisenberg,
1701,1 hour ago,2020-21 Killian Hayes,Base Set,Detroit Pistons,Jump Shot,47.00 USD,$47.00,2112.0,Slick,justjam3sz3n,
1702,1 hour ago,2019-20 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Dunk,192.00 USD,$192.00,1998.0,potpep,JWeb,
1703,1 hour ago,2020-21 Jalen Smith,Base Set,Phoenix Suns,Jump Shot,42.00 USD,$42.00,2050.0,MrShowcase,JimmyTheGreek,
1704,1 hour ago,2020-21 Ja Morant,Base Set,Memphis Grizzlies,Handles,65.00 USD,$65.00,6577.0,Jefferson9Soho,big_wig69,
1705,1 hour ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,21.00 USD,$21.00,7774.0,bronshots,0xc03cd1...da32ac,
1706,1 hour ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,Dunk,289.00 USD,$289.00,6359.0,NashO,Vitalik,
1707,1 hour ago,2020-21 Deni Avdija,Base Set,Washington Wizards,3 Pointer,68.00 USD,$68.00,2600.0,0x57b5c6...150c78,Jmabummyy,
1708,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,169.00 USD,$169.00,4241.0,Scooter,AK47,
1709,1 hour ago,2019-20 Dejounte Murray,Base Set,San Antonio Spurs,Layup,27.00 USD,$27.00,3691.0,Cagelawyer,0x07f465...782d8d,
1710,1 hour ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Dunk,50.00 USD,$50.00,6738.0,Lugo,0x040d04...6a7cfb,
1711,1 hour ago,2020-21 Anthony Davis,Base Set,Los Angeles Lakers,Dunk,39.00 USD,$39.00,1429.0,jobmyster,Navaguy,
1712,1 hour ago,NBA Top Shot (SN# 2263413),,,,5.00 USD,$5.00,,QQIV,bitgan,
1713,1 hour ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,5.00 USD,$5.00,8196.0,GFinest,bitgan,
1714,1 hour ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,2.00 USD,$2.00,8025.0,HawkBlockChain,thegraymatters,
1715,1 hour ago,2020-21 Shai Gilgeous-Alexander,Base Set,Oklahoma City Thunder,Jump Shot,5.00 USD,$5.00,11282.0,private_red_panda7085,darko3131,
1716,1 hour ago,2020-21 Bruno Fernando,Base Set,Atlanta Hawks,Dunk,4.00 USD,$4.00,9399.0,r0ldyy,bitgan,
1717,1 hour ago,2020-21 Tyrese Maxey,Base Set,Philadelphia 76ers,Layup,99.00 USD,$99.00,947.0,0xfc258b...adb047,HawkBlockChain,
1718,1 hour ago,2020-21 Alec Burks,Base Set,New York Knicks,Assist,3.00 USD,$3.00,7361.0,HawkBlockChain,bitgan,
1719,1 hour ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,3 Pointer,66.00 USD,$66.00,322.0,Maurothon,CryptoGen,
1720,1 hour ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,258.00 USD,$258.00,1702.0,PrizmHoops,draftaddict,
1721,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,175.00 USD,$175.00,5610.0,Jsam2024,AK47,
1722,1 hour ago,2020-21 Joel Embiid,Base Set,Philadelphia 76ers,Jump Shot,10.00 USD,$10.00,3001.0,whooligun,MetaphorWorldPeace,
1723,1 hour ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,Dunk,286.00 USD,$286.00,6377.0,TMPDUMAS,Jinzo,
1724,1 hour ago,2020-21 Tyrese Maxey,Base Set,Philadelphia 76ers,Layup,70.00 USD,$70.00,3282.0,JaylenBrown,Thechek182,
1725,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,170.00 USD,$170.00,6736.0,socampo27,Vitalik,
1726,1 hour ago,2020-21 JaMychal Green,Base Set,Denver Nuggets,Dunk,4.00 USD,$4.00,747.0,NJBASKETBALLCARDS,The_Elk,
1727,1 hour ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,21.00 USD,$21.00,6866.0,al4prezident25,0xf64c33...2a6d71,
1728,1 hour ago,2019-20 Joe Harris,Base Set,Brooklyn Nets,Layup,20.00 USD,$20.00,3730.0,Diesel,JoshAHoops,
1729,1 hour ago,2020-21 Isaac Okoro,Base Set,Cleveland Cavaliers,Dunk,52.00 USD,$52.00,1994.0,aaronstefanpoker,P1BenEe,
1730,1 hour ago,2020-21 Coby White,Base Set,Chicago Bulls,3 Pointer,3.00 USD,$3.00,9429.0,DadTeq,Sooners1010,
1731,1 hour ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,2.00 USD,$2.00,7962.0,HawkBlockChain,Vapeman77,
1732,1 hour ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,249.00 USD,$249.00,3621.0,zak_,iamsoclean,
1733,1 hour ago,2020-21 Ja Morant,Base Set,Memphis Grizzlies,Handles,65.00 USD,$65.00,6200.0,0xfc258b...adb047,CallMeDub,
1734,1 hour ago,2020-21 Draymond Green,Base Set,Golden State Warriors,Assist,4.00 USD,$4.00,9241.0,klaysburner,0xb1931f...bca5e6,
1735,1 hour ago,2020-21 Carmelo Anthony,Base Set,Portland Trail Blazers,Jump Shot,4.00 USD,$4.00,5974.0,Rightmow,cesarjoseph,
1736,1 hour ago,NBA Top Shot (SN# 2101595),,,,27.00 USD,$27.00,,FriezaDunkz,CryptoAnt23,
1737,1 hour ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,50.00 USD,$50.00,494.0,jobmyster,onecvj,
1738,1 hour ago,2020-21 Bradley Beal,Base Set,Washington Wizards,Handles,8.00 USD,$8.00,2348.0,k4bong,kid_a,
1739,1 hour ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,11.00 USD,$11.00,1236.0,dependable_spider_monkey313,aleuimas,
1740,1 hour ago,2020-21 JaMychal Green,Base Set,Denver Nuggets,Dunk,1.00 USD,$1.00,10902.0,doofenshmirtz,0xa03743...cc37ee,
1741,1 hour ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,2.00 USD,$2.00,9737.0,webhe4d,baloo3101,
1742,1 hour ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,11.00 USD,$11.00,849.0,jpt203,Spartanking8,
1743,1 hour ago,2020-21 Steph Curry,Base Set,Golden State Warriors,Assist,33.00 USD,$33.00,3936.0,hippychickcher,0x257dab...b29d65,
1744,1 hour ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,380.00 USD,$380.00,62.0,0xfa72a9...2896cd,0x23edb8...f0ddb5,
1745,1 hour ago,2020-21 Clint Capela,Base Set,Atlanta Hawks,Dunk,12.00 USD,$12.00,1698.0,0xa81536...e8ee1a,coolhandbay,
1746,1 hour ago,2020-21 Devin Vassell,Base Set,San Antonio Spurs,3 Pointer,51.00 USD,$51.00,1895.0,biodegradable_armadillo,justjam3sz3n,
1747,1 hour ago,2019-20 Og Anunoby,Base Set,Toronto Raptors,Dunk,38.00 USD,$38.00,2109.0,cao_moni,Jam1995,
1748,1 hour ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,60.00 USD,$60.00,1870.0,stanbobatea,Sylartfre,
