,Sold,Crypto,Set,Team,Play Category,Price,USD,SN#,Seller,Buyer,Unnamed: 0
2516,4 hours ago,2020-21 John Collins,Cool Cats,Atlanta Hawks,Dunk,220.00 USD,$220.00,4033.0,0x1b24a1...3ae134,eminent_mandrill5680,
2517,4 hours ago,2019-20 Myles Turner,Base Set,Indiana Pacers,Dunk,27.00 USD,$27.00,2130.0,Rocky,kidcotti,
2518,4 hours ago,2019-20 Josh Okogie,Base Set,Minnesota Timberwolves,Dunk,15.00 USD,$15.00,2133.0,Rocky,Weedus,
2519,4 hours ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,3 Pointer,13.00 USD,$13.00,8071.0,winnerz52,Plunger,
2520,4 hours ago,2020-21 Malik Beasley,Base Set,Minnesota Timberwolves,Dunk,3.00 USD,$3.00,8747.0,Vitaliy,ShotCaller77,
2521,4 hours ago,2020-21 Demar DeRozan,Base Set,San Antonio Spurs,Dunk,3.00 USD,$3.00,7812.0,PBar673874,0xccbbec...d781e8,
2522,4 hours ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,9964.0,Jokic,Pdh,
2523,4 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,61.00 USD,$61.00,5449.0,seisto,0x25124f...d23cef,
2524,4 hours ago,2020-21 Steph Curry,Base Set,Golden State Warriors,3 Pointer,96.00 USD,$96.00,4077.0,DirkNowitzki,0x504b96...8fdb8a,
2525,4 hours ago,2020-21 Ish Smith,Base Set,Washington Wizards,Assist,2.00 USD,$2.00,7850.0,Wokous22,TKS,
2526,4 hours ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,2.00 USD,$2.00,11018.0,jwacollins17,Artamiles,
2527,4 hours ago,NBA Top Shot (SN# 2147891),,,,23.00 USD,$23.00,,0xf3a663...c23a57,goofy,
2528,4 hours ago,NBA Top Shot (SN# 2301530),,,,9.00 USD,$9.00,,Always_Hoops,0xea9fa4...83a727,
2529,4 hours ago,2020-21 Jimmy Butler,Base Set,Miami Heat,Jump Shot,6.00 USD,$6.00,1448.0,AgentGibbs,grounded_common_frog8576,
2530,4 hours ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,3.00 USD,$3.00,2384.0,Mitchw9,0x97762e...bb2a9a,
2531,4 hours ago,2020-21 Tyrese Haliburton,Base Set,Sacramento Kings,Jump Shot,260.00 USD,$260.00,3151.0,Stokesy,0x154b6f...3e119e,
2532,4 hours ago,2020-21 Maxi Kleber,Base Set,Dallas Mavericks,3 Pointer,4.00 USD,$4.00,3339.0,0x1adb97...30142f,Rightmow,
2533,4 hours ago,2019-20 Coby White,Base Set,Chicago Bulls,Assist,175.00 USD,$175.00,342.0,Bayou_Bengal,AusDog,
2534,4 hours ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,35.00 USD,$35.00,373.0,Osubase34,Nutbaggers,
2535,4 hours ago,NBA Top Shot (SN# 2313416),,,,3.00 USD,$3.00,,jwacollins17,ts6kou,
2536,4 hours ago,2020-21 Bismack Biyombo,Base Set,Charlotte Hornets,Layup,3.00 USD,$3.00,2508.0,BDat24,lebron_james,
2537,4 hours ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Dunk,46.00 USD,$46.00,10684.0,Kelekin,SteadyBreaks,
2538,4 hours ago,2020-21 Bam Adebayo,Base Set,Miami Heat,Dunk,5.00 USD,$5.00,5243.0,Racs,iamlilc,
2539,4 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,60.00 USD,$60.00,7307.0,zbthorton,Maurothon,
2540,4 hours ago,2020-21 Damian Lillard,Base Set,Portland Trail Blazers,3 Pointer,38.00 USD,$38.00,6182.0,ChiCityBulls,Kevork,
2541,4 hours ago,2020-21 Demar DeRozan,Base Set,San Antonio Spurs,Dunk,8.00 USD,$8.00,1079.0,0x3e0c6a...a955c4,0xeb63c1...1a8329,
2542,4 hours ago,2020-21 Anthony Davis,Base Set,Los Angeles Lakers,Dunk,26.00 USD,$26.00,5770.0,Spaceship97,LucasStannis,
2543,4 hours ago,2020-21 John Collins,Cool Cats,Atlanta Hawks,Dunk,230.00 USD,$230.00,2547.0,lazarjos,scooby5670,
2544,4 hours ago,2019-20 De'Andre Hunter,Base Set,Atlanta Hawks,Dunk,240.00 USD,$240.00,227.0,The_Kraken,Burty,
2545,4 hours ago,2019-20 Ja Morant,Base Set,Memphis Grizzlies,Steal,309.00 USD,$309.00,1683.0,Pranked,thugga,
2546,4 hours ago,2020-21 Mike Conley,Base Set,Utah Jazz,Layup,5.00 USD,$5.00,1512.0,Jonesy,MrStaf,
2547,4 hours ago,2019-20 Buddy Hield,Base Set,Sacramento Kings,Dunk,28.00 USD,$28.00,3776.0,RickOshay,0xec4ebe...4f5fb6,
2548,4 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,60.00 USD,$60.00,7070.0,Alejandroh8,Maurothon,
2549,4 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,60.00 USD,$60.00,6266.0,respectful_tomatoes726,Maurothon,
2550,4 hours ago,2020-21 Jimmy Butler,Base Set,Miami Heat,Jump Shot,6.00 USD,$6.00,1448.0,AgentGibbs,grounded_common_frog8576,
2551,4 hours ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,3.00 USD,$3.00,2384.0,Mitchw9,0x97762e...bb2a9a,
2552,4 hours ago,2020-21 Tyrese Haliburton,Base Set,Sacramento Kings,Jump Shot,260.00 USD,$260.00,3151.0,Stokesy,0x154b6f...3e119e,
2553,4 hours ago,2020-21 Maxi Kleber,Base Set,Dallas Mavericks,3 Pointer,4.00 USD,$4.00,3339.0,0x1adb97...30142f,Rightmow,
2554,4 hours ago,2019-20 Coby White,Base Set,Chicago Bulls,Assist,175.00 USD,$175.00,342.0,Bayou_Bengal,AusDog,
2555,4 hours ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,35.00 USD,$35.00,373.0,Osubase34,Nutbaggers,
2556,4 hours ago,NBA Top Shot (SN# 2313416),,,,3.00 USD,$3.00,,jwacollins17,ts6kou,
2557,4 hours ago,2020-21 Bismack Biyombo,Base Set,Charlotte Hornets,Layup,3.00 USD,$3.00,2508.0,BDat24,lebron_james,
2558,4 hours ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Dunk,46.00 USD,$46.00,10684.0,Kelekin,SteadyBreaks,
2559,4 hours ago,2020-21 Bam Adebayo,Base Set,Miami Heat,Dunk,5.00 USD,$5.00,5243.0,Racs,iamlilc,
2560,4 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,60.00 USD,$60.00,7307.0,zbthorton,Maurothon,
2561,4 hours ago,2020-21 Damian Lillard,Base Set,Portland Trail Blazers,3 Pointer,38.00 USD,$38.00,6182.0,ChiCityBulls,Kevork,
2562,4 hours ago,2020-21 Demar DeRozan,Base Set,San Antonio Spurs,Dunk,8.00 USD,$8.00,1079.0,0x3e0c6a...a955c4,0xeb63c1...1a8329,
2563,4 hours ago,2020-21 Anthony Davis,Base Set,Los Angeles Lakers,Dunk,26.00 USD,$26.00,5770.0,Spaceship97,LucasStannis,
2564,4 hours ago,2020-21 John Collins,Cool Cats,Atlanta Hawks,Dunk,230.00 USD,$230.00,2547.0,lazarjos,scooby5670,
2565,4 hours ago,2019-20 De'Andre Hunter,Base Set,Atlanta Hawks,Dunk,240.00 USD,$240.00,227.0,The_Kraken,Burty,
2566,4 hours ago,2019-20 Ja Morant,Base Set,Memphis Grizzlies,Steal,309.00 USD,$309.00,1683.0,Pranked,thugga,
2567,4 hours ago,2020-21 Mike Conley,Base Set,Utah Jazz,Layup,5.00 USD,$5.00,1512.0,Jonesy,MrStaf,
2568,4 hours ago,2019-20 Buddy Hield,Base Set,Sacramento Kings,Dunk,28.00 USD,$28.00,3776.0,RickOshay,0xec4ebe...4f5fb6,
2569,4 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,60.00 USD,$60.00,7070.0,Alejandroh8,Maurothon,
2570,4 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,60.00 USD,$60.00,6266.0,respectful_tomatoes726,Maurothon,
2571,4 hours ago,2020-21 Derrick Jones Jr.,Base Set,Portland Trail Blazers,Dunk,4.00 USD,$4.00,10399.0,SPeteMossMD,0x0f2ff8...2029bf,
2572,4 hours ago,2020-21 Jarrett Culver,Base Set,Minnesota Timberwolves,Dunk,3.00 USD,$3.00,11311.0,Gambit,Evinenry,
2573,4 hours ago,2020-21 Malcolm Brogdon,Base Set,Indiana Pacers,Assist,3.00 USD,$3.00,2704.0,0x98c348...3c361a,0x105c12...42ff01,
2574,4 hours ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,8.00 USD,$8.00,11105.0,satisfied_wildebeest3945,0xea9fa4...83a727,
2575,4 hours ago,2019-20 Marcus Smart,Base Set,Boston Celtics,3 Pointer,51.00 USD,$51.00,1491.0,RickOshay,bball_fanattic,
2576,4 hours ago,2019-20 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,390.00 USD,$390.00,112.0,jingles,0xcfbb8b...fa2020,
2577,4 hours ago,2020-21 Markelle Fultz,Base Set,Orlando Magic,Jump Shot,2.00 USD,$2.00,11932.0,Wokous22,BigBodyBerz,
2578,4 hours ago,2020-21 Jimmy Butler,Base Set,Miami Heat,Jump Shot,5.00 USD,$5.00,4730.0,Always_Hoops,grounded_common_frog8576,
2579,4 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Dunk,25.00 USD,$25.00,7033.0,GiganticShark1997,0xdc43b8...7f762d,
2580,4 hours ago,2020-21 Nerlens Noel,Base Set,New York Knicks,Block,3.00 USD,$3.00,5405.0,big_bush_tomato5930,0xc84949...dbbea1,
2581,4 hours ago,2020-21 John Collins,Base Set,Atlanta Hawks,Dunk,3.00 USD,$3.00,3055.0,Always_Hoops,Artamiles,
2582,4 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,59.00 USD,$59.00,7036.0,Anjbarnard,Maurothon,
2583,4 hours ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,249.00 USD,$249.00,875.0,JohnnyUtah,GoBucksGo_WI,
2584,4 hours ago,2020-21 Miles Bridges,Base Set,Charlotte Hornets,Dunk,3.00 USD,$3.00,5923.0,biodegradable_armadillo,subtle_reign127,
2585,4 hours ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,41.00 USD,$41.00,3822.0,basilp,0x5bd237...6946b9,
2586,4 hours ago,2020-21 Spencer Dinwiddie,Base Set,Brooklyn Nets,Layup,2.00 USD,$2.00,10820.0,tttgame,0xae3658...f2b752,
2587,4 hours ago,NBA Top Shot (SN# 2062530),,,,2.00 USD,$2.00,,Always_Hoops,ShotCaller77,
2588,4 hours ago,2020-21 Jalen Smith,Base Set,Phoenix Suns,Jump Shot,32.00 USD,$32.00,3745.0,0x93b6c1...39b6a1,Diggie8111,
2589,4 hours ago,2020-21 Jarrett Culver,Base Set,Minnesota Timberwolves,Dunk,2.00 USD,$2.00,9685.0,Crack5511,0x811dd5...0f307f,
2590,4 hours ago,2019-20 Kawhi Leonard,Base Set,Los Angeles Clippers,Block,110.00 USD,$110.00,2070.0,AIRJORDAN23,EggSy,
2591,4 hours ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,6.00 USD,$6.00,4977.0,JMLevine,Espi12,
2592,4 hours ago,2020-21 Shai Gilgeous-Alexander,Base Set,Oklahoma City Thunder,Jump Shot,4.00 USD,$4.00,7532.0,Swervice,The_Eraser,
2593,4 hours ago,2019-20 Jrue Holiday,Base Set,New Orleans Pelicans,Assist,32.00 USD,$32.00,2145.0,Rocky,0xad1f32...1bc0bf,
2594,4 hours ago,2020-21 Jarrett Culver,Base Set,Minnesota Timberwolves,Dunk,4.00 USD,$4.00,9994.0,VitosWay,Evinenry,
2595,4 hours ago,2020-21 Carmelo Anthony,Base Set,Portland Trail Blazers,Jump Shot,7.00 USD,$7.00,1966.0,Gbenz,Seems,
2596,4 hours ago,NBA Top Shot (SN# 1953661),,,,2.00 USD,$2.00,,0x5aa4f9...f473b8,Jimmyz,
2597,4 hours ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,Layup,41.00 USD,$41.00,1593.0,avoutloud,GRich25,
2598,4 hours ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,3.00 USD,$3.00,6045.0,JayCutlersBurner,0x001aef...8ca2aa,
2599,4 hours ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Layup,80.00 USD,$80.00,5914.0,JRBoston,2big2strong2fast2good,
2600,4 hours ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,249.00 USD,$249.00,875.0,JohnnyUtah,GoBucksGo_WI,
2601,4 hours ago,2020-21 Miles Bridges,Base Set,Charlotte Hornets,Dunk,3.00 USD,$3.00,5923.0,biodegradable_armadillo,subtle_reign127,
2602,4 hours ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,41.00 USD,$41.00,3822.0,basilp,0x5bd237...6946b9,
2603,4 hours ago,2020-21 Spencer Dinwiddie,Base Set,Brooklyn Nets,Layup,2.00 USD,$2.00,10820.0,tttgame,0xae3658...f2b752,
2604,4 hours ago,NBA Top Shot (SN# 2062530),,,,2.00 USD,$2.00,,Always_Hoops,ShotCaller77,
2605,4 hours ago,2020-21 Jalen Smith,Base Set,Phoenix Suns,Jump Shot,32.00 USD,$32.00,3745.0,0x93b6c1...39b6a1,Diggie8111,
2606,4 hours ago,2020-21 Jarrett Culver,Base Set,Minnesota Timberwolves,Dunk,2.00 USD,$2.00,9685.0,Crack5511,0x811dd5...0f307f,
2607,4 hours ago,2019-20 Kawhi Leonard,Base Set,Los Angeles Clippers,Block,110.00 USD,$110.00,2070.0,AIRJORDAN23,EggSy,
2608,4 hours ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,6.00 USD,$6.00,4977.0,JMLevine,Espi12,
2609,4 hours ago,2020-21 Shai Gilgeous-Alexander,Base Set,Oklahoma City Thunder,Jump Shot,4.00 USD,$4.00,7532.0,Swervice,The_Eraser,
2610,4 hours ago,2019-20 Jrue Holiday,Base Set,New Orleans Pelicans,Assist,32.00 USD,$32.00,2145.0,Rocky,0xad1f32...1bc0bf,
2611,4 hours ago,2020-21 Jarrett Culver,Base Set,Minnesota Timberwolves,Dunk,4.00 USD,$4.00,9994.0,VitosWay,Evinenry,
2612,4 hours ago,2020-21 Carmelo Anthony,Base Set,Portland Trail Blazers,Jump Shot,7.00 USD,$7.00,1966.0,Gbenz,Seems,
2613,4 hours ago,NBA Top Shot (SN# 1953661),,,,2.00 USD,$2.00,,0x5aa4f9...f473b8,Jimmyz,
2614,4 hours ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,Layup,41.00 USD,$41.00,1593.0,avoutloud,GRich25,
2615,4 hours ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,3.00 USD,$3.00,6045.0,JayCutlersBurner,0x001aef...8ca2aa,
2616,4 hours ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Layup,80.00 USD,$80.00,5914.0,JRBoston,2big2strong2fast2good,
2617,4 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,59.00 USD,$59.00,5886.0,0x047dfa...ba9ba5,Maurothon,
2618,4 hours ago,2020-21 Trae Young,Base Set,Atlanta Hawks,Assist,40.00 USD,$40.00,3244.0,McflyOhMy,wowkkc2p2,
2619,4 hours ago,2020-21 De'Aaron Fox,Base Set,Sacramento Kings,Layup,6.00 USD,$6.00,4208.0,JMLevine,Espi12,
2620,4 hours ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,240.00 USD,$240.00,4560.0,Hardiksheth,SC87Dominik,
2621,4 hours ago,2019-20 Rudy Gay,Base Set,San Antonio Spurs,Dunk,16.00 USD,$16.00,1643.0,URNOTRDY,0x1646ab...f228b9,
2622,4 hours ago,2019-20 Bojan Bogdanović,Base Set,Utah Jazz,3 Pointer,25.00 USD,$25.00,2430.0,Jiggity621,0x71db1b...65eee9,
2623,4 hours ago,2020-21 Derrick Jones Jr.,Base Set,Portland Trail Blazers,Dunk,4.00 USD,$4.00,10182.0,URNOTRDY,PistolPete10,
2624,4 hours ago,2020-21 Malcolm Brogdon,Base Set,Indiana Pacers,Assist,2.00 USD,$2.00,9181.0,jwacollins17,0x18e04a...00dacb,
2625,4 hours ago,2020-21 John Collins,Base Set,Atlanta Hawks,Dunk,2.00 USD,$2.00,11439.0,tttgame,Jimmyz,
2626,4 hours ago,2020-21 Devin Booker,Cool Cats,Phoenix Suns,3 Pointer,324.00 USD,$324.00,3595.0,KarlAnthonyTowns,dun,
2627,4 hours ago,2019-20 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,220.00 USD,$220.00,927.0,Epley009,0x1adc00...c5f0d8,
2628,4 hours ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,7.00 USD,$7.00,9033.0,JMLevine,baytosd,
2629,4 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,60.00 USD,$60.00,3734.0,Patthewaterrat,grounded_common_frog8576,
2630,4 hours ago,2019-20 Carmelo Anthony,Base Set,Portland Trail Blazers,Jump Shot,68.00 USD,$68.00,2161.0,Rocky,jaypkinney,
2631,4 hours ago,2020-21 Keldon Johnson,Base Set,San Antonio Spurs,Dunk,16.00 USD,$16.00,3847.0,JulieW,secondrealm,
2632,4 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Dunk,23.00 USD,$23.00,7217.0,Always_Hoops,goofy,
2633,4 hours ago,2020-21 Devin Booker,Cool Cats,Phoenix Suns,3 Pointer,285.00 USD,$285.00,1247.0,0x154b6f...3e119e,MizzleDub,
2634,4 hours ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,12.00 USD,$12.00,5556.0,rstg2001,Breaknboxes,
2635,4 hours ago,2020-21 Damian Lillard,Base Set,Portland Trail Blazers,3 Pointer,37.00 USD,$37.00,4432.0,0x47ee42...5491e9,JayTablet,
2636,4 hours ago,2020-21 DeMarcus Cousins,Base Set,Houston Rockets,3 Pointer,3.00 USD,$3.00,6707.0,JeffOpensCards,SPeteMossMD,
2637,4 hours ago,2020-21 Kira Lewis Jr.,Base Set,New Orleans Pelicans,Layup,47.00 USD,$47.00,2188.0,The_Eraser,2020AD,
2638,4 hours ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,12.00 USD,$12.00,10694.0,slomeleon,0x4b5e2e...d09f23,
2639,4 hours ago,2020-21 JaVale McGee,Base Set,Cleveland Cavaliers,Dunk,2.00 USD,$2.00,7397.0,secondrealm,JMoney321,
2640,4 hours ago,2020-21 Devin Vassell,Base Set,San Antonio Spurs,3 Pointer,60.00 USD,$60.00,3456.0,SHAWNO53,2020AD,
2641,4 hours ago,2020-21 Nikola Vučević,Base Set,Orlando Magic,Layup,1.00 USD,$1.00,4348.0,assured_badger2233,0xc445ef...069ceb,
2642,4 hours ago,2020-21 Christian Wood,Base Set,Houston Rockets,Dunk,20.00 USD,$20.00,550.0,0x2fc045...4c82b1,onecvj,
2643,4 hours ago,2020-21 Carmelo Anthony,Base Set,Portland Trail Blazers,Jump Shot,4.00 USD,$4.00,5219.0,rstg2001,Seems,
2644,4 hours ago,2019-20 Kawhi Leonard,Base Set,Los Angeles Clippers,Block,108.00 USD,$108.00,2168.0,Rocky,SteveGomes999,
2645,4 hours ago,2019-20 Derrick Rose,Base Set,Detroit Pistons,Assist,40.00 USD,$40.00,2484.0,kbpud8,0x227117...946b48,
2646,4 hours ago,2019-20 Luguentz Dort,Base Set,Oklahoma City Thunder,Dunk,94.00 USD,$94.00,1431.0,Takeflight,crypto_clever,
2647,4 hours ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,13.00 USD,$13.00,3896.0,JeffOpensCards,grounded_common_frog8576,
2648,4 hours ago,2020-21 Thanasis Antetokounmpo,Base Set,Milwaukee Bucks,Dunk,7.00 USD,$7.00,3062.0,Spaceship97,Nutbaggers,
2649,4 hours ago,2019-20 Kemba Walker,Base Set,Boston Celtics,Layup,45.00 USD,$45.00,1015.0,TheRockyStory1127,0xad1f32...1bc0bf,
2650,4 hours ago,2019-20 Kemba Walker,Base Set,Boston Celtics,Layup,45.00 USD,$45.00,1015.0,TheRockyStory1127,0xad1f32...1bc0bf,
2651,4 hours ago,2020-21 Donovan Mitchell,Base Set,Utah Jazz,Jump Shot,9.00 USD,$9.00,9090.0,flginc,bezhydzuntu,
2652,4 hours ago,2020-21 Thanasis Antetokounmpo,Base Set,Milwaukee Bucks,Dunk,30.00 USD,$30.00,439.0,URNOTRDY,0xc445ef...069ceb,
2653,4 hours ago,2020-21 Demar DeRozan,Base Set,San Antonio Spurs,Dunk,3.00 USD,$3.00,3648.0,secondrealm,ShotCaller77,
2654,4 hours ago,2019-20 Evan Fournier,Base Set,Orlando Magic,3 Pointer,29.00 USD,$29.00,3166.0,0xaea875...ec9c96,MarkHam,
2655,4 hours ago,2020-21 De'Aaron Fox,Base Set,Sacramento Kings,Layup,7.00 USD,$7.00,10425.0,Major_Lue,bezhydzuntu,
2656,4 hours ago,2020-21 Devin Vassell,Base Set,San Antonio Spurs,3 Pointer,59.00 USD,$59.00,2734.0,Lookattheflickofthatwrist,2020AD,
2657,4 hours ago,2020-21 Jerami Grant,Base Set,Detroit Pistons,Dunk,2.00 USD,$2.00,9019.0,Crack5511,Eaglezzz,
2658,4 hours ago,2020-21 Tyrese Maxey,Base Set,Philadelphia 76ers,Layup,119.00 USD,$119.00,617.0,Paschanimal_Dunks,redryan5,
2659,4 hours ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,8.00 USD,$8.00,7939.0,0x12eb5a...b39587,bezhydzuntu,
2660,4 hours ago,2020-21 Derrick Jones Jr.,Base Set,Portland Trail Blazers,Dunk,20.00 USD,$20.00,451.0,Raijin0896,0xc5d47a...1fb498,
2661,4 hours ago,2020-21 Kira Lewis Jr.,Base Set,New Orleans Pelicans,Layup,47.00 USD,$47.00,1834.0,TheRockyStory1127,SkinnyShawnKemp,
2662,4 hours ago,2019-20 Devin Booker,Base Set,Phoenix Suns,Jump Shot,136.00 USD,$136.00,2357.0,antc,easyaces,
2663,4 hours ago,2020-21 De'Anthony Melton,Base Set,Memphis Grizzlies,Dunk,50.00 USD,$50.00,5817.0,G_327,MG9321,
2664,4 hours ago,2020-21 Jimmy Butler,Base Set,Miami Heat,Jump Shot,6.00 USD,$6.00,1521.0,AgentGibbs,0x2fc045...4c82b1,
2665,4 hours ago,2020-21 Andre Drummond,Base Set,Cleveland Cavaliers,Dunk,2.00 USD,$2.00,6341.0,assured_badger2233,Eaglezzz,
2666,4 hours ago,2019-20 Vince Carter,Base Set,Atlanta Hawks,3 Pointer,495.00 USD,$495.00,1590.0,Spruce_Springstream,0x227117...946b48,
2667,4 hours ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,13.00 USD,$13.00,3365.0,Always_Hoops,grounded_common_frog8576,
2668,4 hours ago,2020-21 Keldon Johnson,Base Set,San Antonio Spurs,Dunk,14.00 USD,$14.00,589.0,0x8729f7...785372,0x2fc045...4c82b1,
2669,4 hours ago,2020-21 Spencer Dinwiddie,Base Set,Brooklyn Nets,Layup,1.00 USD,$1.00,6451.0,assured_badger2233,0x2fc045...4c82b1,
2670,4 hours ago,2019-20 Jae Crowder,Base Set,Miami Heat,Assist,52.00 USD,$52.00,509.0,0x875c8a...c52ad6,Eyeballz,
2671,4 hours ago,2020-21 Alec Burks,Base Set,New York Knicks,Assist,4.00 USD,$4.00,7197.0,0x52f92a...cc04ef,rybaguy,
2672,4 hours ago,2020-21 Malik Beasley,Base Set,Minnesota Timberwolves,Dunk,5.00 USD,$5.00,8633.0,absolute_aubergine6983,0x5f1ed3...cc9590,
2673,4 hours ago,2020-21 Malcolm Brogdon,Base Set,Indiana Pacers,Assist,3.00 USD,$3.00,5575.0,Eaglezzz,0xb7c780...91a8fb,
2674,4 hours ago,2020-21 Maxi Kleber,Base Set,Dallas Mavericks,3 Pointer,4.00 USD,$4.00,2662.0,Spaceship97,0x2fc045...4c82b1,
2675,4 hours ago,2020-21 Josh Green,Base Set,Dallas Mavericks,Dunk,9.00 USD,$9.00,6333.0,AdiLz,ts6kou,
2676,4 hours ago,2020-21 Tacko Fall,Base Set,Boston Celtics,Block,18.00 USD,$18.00,6028.0,latesdavi,Air_Jordan,
2677,4 hours ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,3.00 USD,$3.00,6938.0,808_Big_Mike,Kaiju,
2678,4 hours ago,NBA Top Shot (SN# 2110023),,,,5.00 USD,$5.00,,sonic,Bluemaco,
2679,4 hours ago,2020-21 Donovan Mitchell,Base Set,Utah Jazz,Jump Shot,13.00 USD,$13.00,3042.0,Gwarsh,GoBucksGo_WI,
2680,4 hours ago,2020-21 Demar DeRozan,Base Set,San Antonio Spurs,Dunk,2.00 USD,$2.00,8414.0,Crack5511,rybaguy,
2681,4 hours ago,2020-21 Luka Dončić,Base Set,Dallas Mavericks,Assist,200.00 USD,$200.00,253.0,StoneColdBroke,tiny_dusky_dolphin3736,
2682,4 hours ago,2019-20 Josh Richardson,Base Set,Philadelphia 76ers,Block,18.00 USD,$18.00,1242.0,Necessarycollectibles,tkdrahn,
2683,4 hours ago,2020-21 Christian Wood,Base Set,Houston Rockets,Dunk,5.00 USD,$5.00,5896.0,JNPT,ShotCaller77,
2684,4 hours ago,2020-21 Trae Young,Base Set,Atlanta Hawks,Layup,22.00 USD,$22.00,2095.0,CoinHobbit_Baggins,BLADaddyWarbucks,
2685,4 hours ago,2019-20 LeBron James,Base Set,Los Angeles Lakers,Dunk,"1,009.00 USD","$1,009.00",1174.0,TENS,straight_rockmelon7642,
2686,4 hours ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,200.00 USD,$200.00,5709.0,Arklaw257,Fritochillipie,
2687,4 hours ago,NBA Top Shot (SN# 2329112),,,,2.00 USD,$2.00,,tttgame,antc,
2688,4 hours ago,2013-14 Otto Porter Jr.,Run It Back,Washington Wizards,Dunk,250.00 USD,$250.00,270.0,Flaz,HeatFan,
2689,4 hours ago,2020-21 Malik Beasley,Base Set,Minnesota Timberwolves,Dunk,4.00 USD,$4.00,11386.0,Creamy,rybaguy,
2690,4 hours ago,2020-21 Jarrett Culver,Base Set,Minnesota Timberwolves,Dunk,2.00 USD,$2.00,8969.0,Jordan93,NBAT0PSHOT,
2691,4 hours ago,2020-21 Clint Capela,Base Set,Atlanta Hawks,Dunk,9.00 USD,$9.00,2971.0,0xebbfb6...19c1b9,baldmamba,
2692,4 hours ago,2020-21 Jamal Murray,Base Set,Denver Nuggets,3 Pointer,6.00 USD,$6.00,3556.0,Derrick,deeps6011,
2693,4 hours ago,2020-21 Kendrick Nunn,Base Set,Miami Heat,Dunk,35.00 USD,$35.00,97.0,URNOTRDY,0x9cf9f3...e40ded,
2694,4 hours ago,2020-21 Donovan Mitchell,Base Set,Utah Jazz,Jump Shot,9.00 USD,$9.00,5858.0,rstg2001,InsincereApology,
2695,4 hours ago,NBA Top Shot (SN# 1916978),,,,3.00 USD,$3.00,,tttgame,0x9f419a...f6b547,
